"ID","Price"
676,335900
677,71700
678,205200
679,98900
680,83300
681,134900
682,434500
683,123600
684,215600
685,387200
686,362300
687,149500
688,261400
689,149000
690,305000
691,255000
692,174300
693,350000
694,63200
695,150200
696,289600
697,96000
698,274200
699,234600
700,144600
701,96700
702,220000
703,500001
704,79500
705,402900
706,425000
707,188000
708,92700
709,212500
710,215100
711,137300
712,70300
713,211700
714,137500
715,159900
716,137500
717,274100
718,70500
719,321200
720,94700
721,1e+05
722,233700
723,227600
724,279900
725,500001
726,85000
727,122600
728,102700
729,255900
730,411500
731,57100
732,95500
733,344100
734,160000
735,315800
736,500001
737,139000
738,275000
739,97800
740,417500
741,170500
742,423400
743,219300
744,174100
745,319800
746,471600
747,225000
748,112500
749,500001
750,122200
751,237600
752,226300
753,129200
754,55400
755,54400
756,193200
757,208300
758,319200
759,211000
760,315000
761,153300
762,178200
763,62700
764,50800
765,228100
766,129400
767,500001
768,282900
769,120200
770,500001
771,157700
772,121300
773,177900
774,62900
775,76100
776,237300
777,78000
778,245000
779,111400
780,52000
781,310600
782,198400
783,253800
784,95600
785,166100
786,182100
787,105800
788,90500
789,137100
790,208000
791,175200
792,103100
793,402500
794,165700
795,247200
796,223000
797,86200
798,500001
799,127100
800,500001
801,125400
802,115400
803,118800
804,160900
805,71400
806,4e+05
807,213100
808,334700
809,275000
810,182800
811,128100
812,132500
813,154700
814,282200
815,500001
816,228800
817,284200
818,277000
819,115900
820,279100
821,355500
822,472700
823,376800
824,252400
825,209700
826,163800
827,201000
828,265200
829,94600
830,179300
831,291400
832,451300
833,414300
834,286800
835,500001
836,231800
837,60000
838,337500
839,162500
840,219900
841,185800
842,265400
843,101500
844,87800
845,266300
846,211300
847,151100
848,257800
849,340700
850,158300
851,323800
852,73100
853,168800
854,147500
855,391000
856,407000
857,114200
858,333700
859,208300
860,238200
861,500001
862,103200
863,78300
864,175900
865,296200
866,105000
867,62000
868,275000
869,295400
870,125600
871,450000
872,27500
873,129800
874,193200
875,55100
876,170800
877,222400
878,174500
879,159500
880,206500
881,305400
882,163900
883,123700
884,184200
885,161500
886,204800
887,65900
888,453800
889,183700
890,94400
891,166700
892,156700
893,116100
894,500001
895,164800
896,161700
897,192300
898,444100
899,152100
900,204800
901,67500
902,70000
903,346200
904,231500
905,500001
906,341200
907,188300
908,150000
909,83200
910,410800
911,229800
912,162700
913,494400
914,233000
915,227100
916,183000
917,249600
918,61300
919,132400
920,275800
921,194500
922,90300
923,223900
924,150000
925,339500
926,151800
927,225000
928,59500
929,118300
930,203300
931,187500
932,96100
933,158900
934,148800
935,120100
936,74300
937,301000
938,163600
939,87200
940,155600
941,169500
942,329500
943,170000
944,120500
945,121800
946,384400
947,67700
948,137500
949,500001
950,290600
951,112500
952,54200
953,142300
954,187100
955,96100
956,226000
957,87000
958,393200
959,120800
960,251900
961,159000
962,72800
963,322200
964,118800
965,69000
966,394700
967,84700
968,380400
969,188700
970,500001
971,154400
972,88800
973,132700
974,397000
975,169400
976,66000
977,58600
978,393800
979,278400
980,173100
981,157700
982,125000
983,121000
984,223400
985,175000
986,99200
987,209400
988,309200
989,96900
990,147300
991,168300
992,331800
993,353600
994,232400
995,93800
996,57000
997,139200
998,65400
999,319100
1000,148100
1001,153200
1002,218200
1003,295200
1004,487500
1005,249500
1006,175900
1007,175400
1008,168300
1009,158200
1010,189600
1011,232400
1012,76200
1013,61300
1014,66800
1015,96500
1016,178100
1017,153000
1018,51600
1019,241700
1020,109800
1021,194100
1022,171100
1023,500001
1024,261400
1025,500001
1026,128100
1027,179600
1028,275000
1029,213100
1030,92200
1031,145800
1032,237900
1033,271900
1034,353000
1035,174000
1036,292600
1037,192500
1038,364600
1039,191100
1040,137900
1041,363200
1042,69700
1043,107500
1044,179400
1045,122000
1046,162500
1047,119200
1048,177000
1049,144800
1050,109500
1051,112500
1052,101000
1053,235000
1054,257200
1055,81300
1056,273100
1057,271500
1058,290600
1059,246800
1060,90600
1061,268200
1062,472700
1063,187500
1064,194800
1065,128700
1066,199300
1067,97300
1068,173100
1069,153800
1070,384400
1071,225800
1072,166600
1073,55500
1074,333300
1075,360000
1076,175000
1077,333100
1078,103100
1079,500001
1080,197800
1081,242200
1082,62800
1083,214600
1084,289000
1085,418200
1086,137500
1087,147500
1088,64900
1089,95000
1090,286700
1091,103800
1092,245700
1093,500001
1094,191900
1095,135500
1096,119300
1097,55000
1098,406500
1099,215300
1100,77400
1101,181900
1102,141700
1103,266800
1104,59800
1105,238700
1106,87500
1107,110300
1108,285400
1109,151100
1110,83600
1111,157600
1112,180600
1113,176300
1114,336900
1115,103600
1116,248000
1117,156300
1118,69800
1119,131000
1120,109400
1121,160200
1122,213800
1123,162000
1124,101400
1125,117300
1126,184400
1127,81300
1128,169200
1129,94200
1130,128600
1131,159400
1132,211600
1133,80800
1134,350000
1135,144600
1136,219100
1137,327300
1138,218500
1139,179500
1140,104900
1141,53500
1142,189200
1143,96700
1144,159400
1145,65800
1146,187500
1147,500001
1148,67500
1149,196000
1150,278000
1151,214200
1152,109800
1153,137500
1154,109900
1155,218600
1156,142600
1157,218500
1158,120700
1159,111300
1160,137500
1161,208300
1162,500001
1163,179200
1164,191900
1165,68000
1166,113600
1167,223900
1168,176000
1169,156300
1170,54200
1171,141300
1172,112500
1173,88800
1174,82200
1175,233300
1176,105800
1177,252600
1178,139300
1179,225000
1180,240900
1181,291500
1182,143000
1183,267500
1184,141700
1185,119600
1186,94500
1187,181300
1188,202800
1189,173300
1190,186900
1191,182400
1192,441400
1193,197500
1194,189100
1195,143100
1196,159200
1197,189700
1198,290600
1199,397000
1200,500001
1201,406800
1202,170200
1203,177200
1204,301800
1205,353800
1206,230400
1207,93300
1208,183800
1209,348000
1210,225000
1211,84800
1212,210200
1213,323600
1214,98300
1215,258000
1216,95300
1217,289800
1218,460200
1219,256100
1220,172000
1221,154600
1222,278700
1223,206700
1224,240400
1225,495600
1226,3e+05
1227,283400
1228,99600
1229,160900
1230,271400
1231,142600
1232,107300
1233,89400
1234,87500
1235,146900
1236,500001
1237,258000
1238,238300
1239,54000
1240,154600
1241,162900
1242,79700
1243,158300
1244,165500
1245,337200
1246,234900
1247,115200
1248,158600
1249,288100
1250,229000
1251,92000
1252,162500
1253,132500
1254,201800
1255,85700
1256,190100
1257,86200
1258,343900
1259,118300
1260,112500
1261,243600
1262,496400
1263,245400
1264,95400
1265,212500
1266,119800
1267,413500
1268,238000
1269,69000
1270,95300
1271,237500
1272,275000
1273,72400
1274,197500
1275,500001
1276,500001
1277,500001
1278,271700
1279,86600
1280,193300
1281,110800
1282,78800
1283,98500
1284,500001
1285,412300
1286,213300
1287,158500
1288,205000
1289,198200
1290,70000
1291,271200
1292,262000
1293,425000
1294,231600
1295,189900
1296,247700
1297,54100
1298,361700
1299,74300
1300,500001
1301,180400
1302,253400
1303,79000
1304,73500
1305,138100
1306,163400
1307,147900
1308,72900
1309,154200
1310,146900
1311,212500
1312,416500
1313,171400
1314,177600
1315,252600
1316,480800
1317,77200
1318,220500
1319,88200
1320,86500
1321,239600
1322,153400
1323,364900
1324,62700
1325,335900
1326,170700
1327,65800
1328,212700
1329,500001
1330,87900
1331,204500
1332,187500
1333,190300
1334,328100
1335,239300
1336,171200
1337,71300
1338,75000
1339,193200
1340,126500
1341,131300
1342,500001
1343,129200
1344,458500
1345,500001
1346,144800
1347,118800
1348,201800
1349,394400
1350,324600
1351,83000
1352,181300
1353,246900
1354,500001
1355,500001
1356,112300
1357,194100
1358,274600
1359,85500
1360,52500
1361,264600
1362,139700
1363,156900
1364,163100
1365,93400
1366,1e+05
1367,128300
1368,375000
1369,72000
1370,194600
1371,104200
1372,108500
1373,47700
1374,435000
1375,404800
1376,500001
1377,254000
1378,171300
1379,350000
1380,65800
1381,228200
1382,175000
1383,500001
1384,284600
1385,159900
1386,58800
1387,50500
1388,188800
1389,261500
1390,157900
1391,243800
1392,198900
1393,105400
1394,179100
1395,116100
1396,240800
1397,500001
1398,277400
1399,120600
1400,96800
1401,93700
1402,137500
1403,398100
1404,270100
1405,425000
1406,249500
1407,85500
1408,279500
1409,149600
1410,215900
1411,170100
1412,56700
1413,77500
1414,136100
1415,96800
1416,150800
1417,88200
1418,358800
1419,120700
1420,134200
1421,286900
1422,225000
1423,203900
1424,157100
1425,57100
1426,93900
1427,142300
1428,350000
1429,228500
1430,179100
1431,418300
1432,120400
1433,117400
1434,145000
1435,183800
1436,214300
1437,123500
1438,1e+05
1439,220000
1440,190700
1441,422800
1442,46700
1443,123400
1444,180400
1445,208100
1446,164300
1447,163000
1448,142200
1449,269300
1450,115000
1451,53300
1452,500001
1453,282300
1454,175000
1455,254700
1456,294000
1457,81900
1458,55000
1459,244400
1460,167200
1461,92700
1462,53400
1463,111500
1464,82800
1465,355000
1466,202400
1467,340000
1468,500001
1469,269500
1470,186600
1471,215500
1472,56400
1473,84700
1474,246900
1475,136600
1476,92200
1477,181400
1478,74600
1479,170800
1480,400700
1481,212800
1482,287200
1483,219500
1484,115600
1485,109700
1486,210400
1487,265900
1488,180400
1489,244100
1490,101200
1491,242900
1492,270700
1493,284100
1494,500001
1495,500001
1496,97600
1497,107900
1498,322700
1499,142900
1500,112700
1501,426100
1502,216400
1503,165900
1504,341800
1505,182200
1506,225000
1507,160100
1508,189800
1509,254700
1510,383200
1511,436600
1512,238000
1513,239700
1514,157500
1515,199200
1516,143400
1517,125000
1518,139300
1519,124300
1520,188400
1521,57700
1522,318700
1523,187700
1524,109800
1525,366900
1526,185500
1527,242300
1528,236700
1529,220800
1530,162500
1531,220100
1532,274600
1533,352100
1534,212600
1535,255600
1536,162100
1537,175700
1538,350000
1539,197100
1540,58900
1541,134500
1542,82800
1543,183900
1544,156500
1545,121400
1546,162800
1547,239400
1548,119500
1549,53500
1550,500001
1551,96200
1552,351400
1553,59200
1554,350700
1555,291700
1556,142900
1557,464600
1558,154900
1559,181300
1560,474100
1561,118100
1562,59400
1563,124000
1564,334000
1565,493300
1566,158900
1567,378300
1568,500001
1569,155300
1570,204500
1571,226200
1572,185100
1573,354600
1574,419700
1575,365200
1576,198200
1577,178300
1578,167800
1579,105900
1580,164000
1581,131500
1582,210900
1583,269700
1584,281500
1585,124500
1586,71800
1587,134100
1588,144300
1589,105000
1590,220500
1591,81700
1592,148300
1593,120800
1594,500001
1595,159500
1596,446600
1597,151000
1598,1e+05
1599,166700
1600,139900
1601,279900
1602,320800
1603,98900
1604,178300
1605,114100
1606,280400
1607,163400
1608,350000
1609,268700
1610,171300
1611,314100
1612,125000
1613,87000
1614,159600
1615,55000
1616,191200
1617,135200
1618,212300
1619,226500
1620,394900
1621,225000
1622,72500
1623,136300
1624,199200
1625,128600
1626,171800
1627,98300
1628,166300
1629,466700
1630,150400
1631,123100
1632,114800
1633,183200
1634,128000
1635,321800
1636,156900
1637,118000
1638,89200
1639,168400
1640,117600
1641,172600
1642,293000
1643,131700
1644,68600
1645,112500
1646,69500
1647,146900
1648,72900
1649,3e+05
1650,104800
1651,365400
1652,271100
1653,433800
1654,192100
1655,183200
1656,244400
1657,203600
1658,184600
1659,111300
1660,207000
1661,79200
1662,305800
1663,86400
1664,55000
1665,175000
1666,211700
1667,238700
1668,90400
1669,301100
1670,141000
1671,251300
1672,236400
1673,121400
1674,111900
1675,108900
1676,113600
1677,230400
1678,500001
1679,124700
1680,185700
1681,125500
1682,84000
1683,181300
1684,252900
1685,332500
1686,202800
1687,314300
1688,107300
1689,129900
1690,182400
1691,215000
1692,231300
1693,222500
1694,148200
1695,387400
1696,103900
1697,149100
1698,182100
1699,248200
1700,186400
1701,226200
1702,233100
1703,97500
1704,221400
1705,113600
1706,163900
1707,64300
1708,427700
1709,75000
1710,164700
1711,391500
1712,112900
1713,50000
1714,231800
1715,251900
1716,321100
1717,247200
1718,141500
1719,174000
1720,133000
1721,270000
1722,174500
1723,165000
1724,125000
1725,99100
1726,55100
1727,191700
1728,45300
1729,350000
1730,355600
1731,374500
1732,122900
1733,162500
1734,123000
1735,147200
1736,72500
1737,160200
1738,305600
1739,405500
1740,113800
1741,436100
1742,284500
1743,65900
1744,500001
1745,84400
1746,205700
1747,381900
1748,67300
1749,157300
1750,500001
1751,272400
1752,105500
1753,208400
1754,141600
1755,261500
1756,153800
1757,283100
1758,201000
1759,211400
1760,250000
1761,96300
1762,186800
1763,157800
1764,159600
1765,46700
1766,156500
1767,145500
1768,154000
1769,51100
1770,92800
1771,110400
1772,263000
1773,162500
1774,113800
1775,290600
1776,1e+05
1777,500001
1778,166300
1779,240500
1780,166700
1781,152800
1782,150900
1783,61500
1784,316700
1785,368700
1786,183000
1787,147400
1788,116700
1789,114600
1790,74800
1791,148100
1792,153100
1793,255000
1794,87500
1795,88800
1796,500001
1797,239600
1798,97300
1799,62000
1800,169300
1801,183800
1802,227900
1803,156300
1804,342000
1805,90600
1806,116300
1807,108900
1808,92500
1809,281500
1810,125800
1811,78100
1812,117200
1813,137500
1814,137500
1815,108300
1816,237500
1817,193800
1818,113700
1819,71300
1820,150800
1821,105100
1822,245800
1823,146300
1824,173900
1825,97900
1826,62000
1827,196700
1828,225600
1829,500001
1830,175800
1831,154100
1832,85500
1833,112500
1834,225000
1835,93800
1836,220100
1837,54400
1838,102400
1839,120900
1840,238500
1841,500001
1842,108700
1843,99600
1844,285800
1845,151500
1846,247700
1847,418500
1848,113100
1849,5e+05
1850,199200
1851,500001
1852,336700
1853,358500
1854,422700
1855,134100
1856,186900
1857,148900
1858,61000
1859,82300
1860,83300
1861,500001
1862,106000
1863,96400
1864,120600
1865,215900
1866,84200
1867,500001
1868,243800
1869,147500
1870,345800
1871,72300
1872,152200
1873,293000
1874,117100
1875,384600
1876,302900
1877,313600
1878,97200
1879,87500
1880,500001
1881,137500
1882,220800
1883,161200
1884,229400
1885,166700
1886,189200
1887,216600
1888,271900
1889,400700
1890,174500
1891,191100
1892,202100
1893,124500
1894,343500
1895,274200
1896,67500
1897,73200
1898,149300
1899,69100
1900,55900
1901,128100
1902,156700
1903,203700
1904,347700
1905,67900
1906,181900
1907,189100
1908,162500
1909,215600
1910,272600
1911,138600
1912,144600
1913,186500
1914,88900
1915,469800
1916,189800
1917,158800
1918,119100
1919,245000
1920,258800
1921,48800
1922,500001
1923,208700
1924,220500
1925,79600
1926,356000
1927,137500
1928,166800
1929,184300
1930,162500
1931,148400
1932,295800
1933,186000
1934,160800
1935,500001
1936,168700
1937,205400
1938,216100
1939,245800
1940,69900
1941,195800
1942,259100
1943,102100
1944,302900
1945,382200
1946,152100
1947,237500
1948,286900
1949,356100
1950,3e+05
1951,127700
1952,175000
1953,220500
1954,243800
1955,178100
1956,191100
1957,103800
1958,222200
1959,63000
1960,172100
1961,90200
1962,133800
1963,211300
1964,2e+05
1965,500001
1966,395500
1967,77500
1968,326700
1969,500001
1970,207900
1971,89200
1972,90500
1973,85800
1974,184900
1975,461500
1976,225000
1977,77100
1978,209100
1979,156300
1980,124700
1981,232400
1982,172200
1983,61300
1984,84400
1985,84600
1986,112500
1987,244200
1988,249400
1989,161100
1990,175400
1991,181700
1992,107400
1993,288300
1994,159400
1995,133300
1996,420000
1997,90400
1998,170800
1999,216700
2000,354000
2001,500001
2002,175000
2003,67800
2004,147700
2005,500001
2006,226000
2007,2e+05
2008,173100
2009,185100
2010,118300
2011,260500
2012,185500
2013,307900
2014,366700
2015,236800
2016,85700
2017,272200
2018,142600
2019,355900
2020,85800
2021,177500
2022,143400
2023,220200
2024,258800
2025,335500
2026,109000
2027,100400
2028,122400
2029,64600
2030,277300
2031,93100
2032,108000
2033,132600
2034,164500
2035,138500
2036,227800
2037,140600
2038,167000
2039,89500
2040,79000
2041,358700
2042,500001
2043,120800
2044,244100
2045,177500
2046,233800
2047,500001
2048,252200
2049,182700
2050,333300
2051,259500
2052,287800
2053,57500
2054,181800
2055,260000
2056,71100
2057,350000
2058,178300
2059,118800
2060,391800
2061,190000
2062,178100
2063,123900
2064,99500
2065,278400
2066,114200
2067,500001
2068,425900
2069,133400
2070,145000
2071,197500
2072,113600
2073,155600
2074,94600
2075,425900
2076,297200
2077,156300
2078,178700
2079,192200
2080,73200
2081,135300
2082,133500
2083,210800
2084,107600
2085,191300
2086,406500
2087,248700
2088,191800
2089,154600
2090,84600
2091,427600
2092,64000
2093,146800
2094,229000
2095,142600
2096,224200
2097,290900
2098,160100
2099,367400
2100,133300
2101,500001
2102,299700
2103,386100
2104,105800
2105,157500
2106,409700
2107,97700
2108,500001
2109,231200
2110,208900
2111,247600
2112,85000
2113,141800
2114,112500
2115,289400
2116,182300
2117,103500
2118,144700
2119,140400
2120,216700
2121,382500
2122,272000
2123,240600
2124,154300
2125,302600
2126,1e+05
2127,122900
2128,81600
2129,263300
2130,332000
2131,286200
2132,140700
2133,175900
2134,81500
2135,382100
2136,109100
2137,127600
2138,67500
2139,212500
2140,51700
2141,220600
2142,259600
2143,271100
2144,231200
2145,118100
2146,145800
2147,253100
2148,97300
2149,407200
2150,78500
2151,129700
2152,293800
2153,443000
2154,94700
2155,253200
2156,64000
2157,111300
2158,72800
2159,204100
2160,91900
2161,144100
2162,368300
2163,271300
2164,163200
2165,368000
2166,210100
2167,85600
2168,226400
2169,248200
2170,225000
2171,101400
2172,145600
2173,302000
2174,235500
2175,161700
2176,156700
2177,112500
2178,267400
2179,145200
2180,137500
2181,216700
2182,227700
2183,466700
2184,112500
2185,272400
2186,207400
2187,191900
2188,62200
2189,100600
2190,261400
2191,3e+05
2192,172700
2193,113400
2194,193500
2195,336700
2196,390800
2197,156100
2198,275900
2199,215400
2200,452800
2201,231800
2202,86500
2203,204200
2204,252300
2205,270800
2206,234600
2207,204500
2208,450000
2209,500001
2210,244800
2211,109400
2212,398800
2213,277300
2214,176800
2215,150500
2216,264000
2217,42600
2218,500001
2219,241100
2220,166200
2221,147200
2222,269800
2223,350000
2224,186300
2225,169600
2226,500001
2227,154300
2228,69700
2229,167400
2230,111500
2231,212900
2232,410700
2233,261000
2234,500001
2235,94400
2236,102100
2237,308800
2238,271300
2239,265700
2240,265300
2241,225000
2242,182800
2243,189200
2244,242000
2245,222600
2246,84600
2247,112500
2248,343300
2249,92400
2250,279300
2251,45000
2252,500001
2253,71700
2254,53300
2255,47700
2256,62000
2257,155100
2258,417300
2259,151500
2260,324800
2261,229200
2262,320000
2263,334100
2264,209700
2265,179800
2266,52600
2267,74300
2268,113200
2269,472800
2270,137800
2271,124100
2272,162500
2273,405000
2274,177300
2275,89400
2276,205100
2277,248600
2278,81000
2279,184400
2280,146100
2281,425800
2282,62700
2283,158500
2284,95500
2285,137500
2286,210000
2287,2e+05
2288,192600
2289,169300
2290,212800
2291,272400
2292,164800
2293,217300
2294,85300
2295,51300
2296,163100
2297,137500
2298,202800
2299,150500
2300,85700
2301,79400
2302,58200
2303,134600
2304,298300
2305,273000
2306,188600
2307,189600
2308,98100
2309,210200
2310,208800
2311,93200
2312,145900
2313,127600
2314,165800
2315,176100
2316,218400
2317,225000
2318,216100
2319,134700
2320,213200
2321,126800
2322,261800
2323,204200
2324,112500
2325,204700
2326,426900
2327,80000
2328,67500
2329,167000
2330,111500
2331,60000
2332,228400
2333,270000
2334,14999
2335,500001
2336,263800
2337,173700
2338,148000
2339,80000
2340,241400
2341,97600
2342,204100
2343,56100
2344,302100
2345,244800
2346,273000
2347,52500
2348,466900
2349,181900
2350,284900
2351,275000
2352,388200
2353,170900
2354,229200
2355,500001
2356,172600
2357,243200
2358,195100
2359,500001
2360,61200
2361,161300
2362,104000
2363,330000
2364,235600
2365,62300
2366,150400
2367,209200
2368,277300
2369,114300
2370,264300
2371,350000
2372,500001
2373,127700
2374,139700
2375,76400
2376,71700
2377,431300
2378,352400
2379,275000
2380,175000
2381,383900
2382,34600
2383,293800
2384,295800
2385,142600
2386,137500
2387,137000
2388,131200
2389,500001
2390,187500
2391,298800
2392,271600
2393,84300
2394,235700
2395,354700
2396,252600
2397,475000
2398,57400
2399,500001
2400,131700
2401,169400
2402,177400
2403,206000
2404,173700
2405,43000
2406,48500
2407,500001
2408,187000
2409,165100
2410,327600
2411,279300
2412,74600
2413,376200
2414,126700
2415,179200
2416,157000
2417,153500
2418,249400
2419,187500
2420,292900
2421,457400
2422,204200
2423,85500
2424,154200
2425,111800
2426,87500
2427,75000
2428,187800
2429,176600
2430,185400
2431,88800
2432,143200
2433,500001
2434,209000
2435,229000
2436,90900
2437,130800
2438,72000
2439,236100
2440,221500
2441,187500
2442,141700
2443,206800
2444,279500
2445,97900
2446,98500
2447,65300
2448,162500
2449,349400
2450,274300
2451,143800
2452,155900
2453,158000
2454,309400
2455,53500
2456,165600
2457,254100
2458,313000
2459,160900
2460,60000
2461,168100
2462,253900
2463,98800
2464,96100
2465,295600
2466,128300
2467,356000
2468,318500
2469,179200
2470,301100
2471,247900
2472,126300
2473,216600
2474,144100
2475,114100
2476,268800
2477,86300
2478,73800
2479,500001
2480,444700
2481,213300
2482,445400
2483,195200
2484,182000
2485,132100
2486,181300
2487,234600
2488,156300
2489,326100
2490,224300
